cleaned_text,compound_score,predictedSentiment_vaders,predictedSentiment_naiveBayes,predictedEmotion_nb,predictedSentiment_svm,predictedEmotion_svm
central bank sri lanka clarifies recent increase percentage foreign exchange sales read bizadaderanalk exchange cbsl adaderana srilankanews srilanka lka,0.4939,1,-1.0,5,-1.0,3
ranjan pleads guilty second contempt court case themorninglkranjanpleads… srilanka srilankatweet lka srilankanews slnews breakingnews cmb colombo themorninglk themorning thesundaymorning,-0.765,-1,-1.0,0,1.0,3
malaysia joins sl several countries ratifying 2014 protocol forced labour convention themorninglkmalaysiajoins… srilanka srilankatweet lka srilankanews slnews breakingnews cmb colombo themorninglk themorning thesundaymorning,-0.4588,-1,-1.0,5,-1.0,4
central bank announces official us dollar rate today read bizadaderanalk centralbank usd adaderana srilankanews srilanka lka,0.0,0,0.0,3,0.0,3
economic crisis indian officials expect 20004000 sl refugees arrive tamil nadu themorninglkeconomiccrisi… srilanka srilankatweet lka srilankanews slnews breakingnews cmb colombo themorninglk themorning thesundaymorning,-0.6249,-1,1.0,5,1.0,3
fuel stuck port 42mn paid themorninglkfuelstuckat… srilanka srilankatweet lka srilankanews slnews breakingnews cmb colombo themorninglk themorning thesundaymorning,-0.25,-1,0.0,3,0.0,0
neth news sri lanka latest sinhala news headlines sri lanka news රටේ බැංකු පද්ධතිය ගැන මහ බැංකුවෙන් නිවේදනයක් nethnewslkarticle93999,0.0,0,1.0,1,1.0,3
weeks 25th mar 22 sri lanka news round cover 1 sl imf formally indicates readiness pgm 2 indian support arrives china credit 3 tourists march 4 lpg prices surge tea pdtn falls 5 news market update youtubecomwatchvkpeidtem…,0.7635,1,0.0,5,0.0,2
two suspects arrested nawala filling station robbery themorninglktwomoresuspe… srilanka srilankatweet lka srilankanews slnews breakingnews cmb colombo themorninglk themorning thesundaymorning,-0.7245,-1,0.0,1,0.0,3
central bank officials evading public finance committee accuses harsha themorninglkcentralbanko… srilanka srilankatweet lka srilankanews slnews breakingnews cmb colombo themorninglk themorning thesundaymorning,-0.34,-1,0.0,5,0.0,4
un body condemns sri lanka ’ criminalization samesex acts themorninglkunbodycondem… srilanka srilankatweet lka srilankanews slnews breakingnews cmb colombo themorninglk themorning thesundaymorning,-0.5106,-1,0.0,3,0.0,3
amendments vat act approved committee public finance themorninglkamendmentsto… srilanka srilankatweet lka srilankanews slnews breakingnews cmb colombo themorninglk themorning thesundaymorning,0.4215,1,0.0,4,0.0,3
rajiv gandhi assassination indian congress leader opposes convicts petition bail themorninglkrajivgandhia… srilanka srilankatweet lka srilankanews slnews breakingnews cmb colombo themorninglk themorning thesundaymorning,-0.5994,-1,0.0,5,0.0,3
pannipitiya residents block highlevel road demanding gas – news cutter ground report details lka slnews breaking srilankanews srilankadaily colombo srilankanewstoday lanka newscutterlksrilankanews…,-0.5859,-1,0.0,3,1.0,3
pannipitiya residents block highlevel road demanding gas – news cutter ground report details lka slnews breaking srilankanews srilankadaily colombo srilankanewstoday lanka newscutterlksrilankanews…,-0.5859,-1,0.0,3,1.0,3
litro distribute 1 mn cylinders 10 days morning sri lanka news lka srilanka litro gas themorninglklitrotodistr…,0.0,0,1.0,0,0.0,3
litro distribute 1 mn cylinders 10 days morning sri lanka news lka srilanka litro gas themorninglklitrotodistr…,0.0,0,1.0,0,0.0,3
watch massive national people ’ power npp protest nugegoda details newscutterlksrilankanews… lka srilanka srilankanews srilankanewstoday srilankadaily lanka,-0.25,-1,0.0,1,1.0,3
sri lanka ’ worst law morning sri lanka news themorninglksrilankaswor…,-0.6249,-1,1.0,1,-1.0,3
customs seize 350 kg cocaine shipping container themorninglkcustomsseize… srilanka srilankatweet lka srilankanews slnews breakingnews cmb colombo themorninglk themorning thesundaymorning,0.0,0,0.0,5,0.0,3
jvp protests tyrannical government nugegoda themorninglkjvpprotestsa… srilanka srilankatweet lka srilankanews slnews breakingnews cmb colombo themorninglk themorning thesundaymorning,-0.2263,-1,0.0,4,0.0,3
president made apologize cabraal ’ remarks ranil expresses disappointment details lka srilanka srilankanews srilankanewstoday srilankadaily lanka newscutterlksrilankanews…,-0.4404,-1,-1.0,3,-1.0,3
president made apologize cabraal ’ remarks ranil expresses disappointment details lka srilanka srilankanews srilankanewstoday srilankadaily lanka newscutterlksrilankanews…,-0.4404,-1,-1.0,3,-1.0,3
six sri lankans caught entering india illegally trying flee economic crisis themorninglksixsrilankan… srilanka srilankatweet lka srilankanews slnews breakingnews cmb colombo themorninglk themorning thesundaymorning,-0.6249,-1,-1.0,4,1.0,1
ranil confronts basil allparty conference details lka srilanka srilankanews srilankanewstoday srilankadaily lanka newscutterlksrilankanews…,-0.2263,-1,0.0,1,0.0,3
selling rate usd today rs 285 rs 290 read bizadaderanalk usdt rates adaderana srilankanews srilanka lka,0.0,0,0.0,1,0.0,3
nearly 35 million ukrainians flee country un themorninglknearly35mil… srilanka srilankatweet lka srilankanews slnews breakingnews cmb colombo themorninglk themorning thesundaymorning,0.0,0,1.0,4,1.0,3
gas cylinder thrown fake news says minister details lka srilanka srilankanews srilankanewstoday srilankadaily lanka newscutterlksrilankanews…,-0.4767,-1,-1.0,0,1.0,0
latest covid 19 vaccination program sri lanka today 23 details lka srilanka srilankanews srilankanewstoday srilankadaily lanka newscutterlkhealthcovd19…,0.0,0,1.0,1,1.0,3
latest covid 19 vaccination program sri lanka today 23 details lka srilanka srilankanews srilankanewstoday srilankadaily lanka newscutterlkhealthcovd19…,0.0,0,1.0,1,1.0,3
expect heavy rain next couple days details lka srilanka srilankanews srilankanewstoday srilankadaily lanka newscutterlksrilankanews…,0.0,0,-1.0,1,1.0,4
india acts big brother sri lanka dlvritsmbk1r news opinion,0.0,0,1.0,1,0.0,1
sri lanka tests uns patience human rights • sri lankas decision issue missing certificates families disappeared met outcry • four powerful brothers broke island nation sri lanka│sri lanka news update march 22 2022 mailchimppearlactionpearl…,-0.7506,-1,1.0,5,1.0,0
tense situation rathgama galle gas shortage details lka srilanka srilankanews srilankanewstoday srilankadaily lanka newscutterlksrilankanews…,-0.5267,-1,-1.0,4,1.0,3
marriage registration ordinance amended details lka srilanka srilankanews srilankanewstoday srilankadaily lanka newscutterlksrilankanews…,0.0,0,0.0,1,0.0,3
sl hire global law firm technical assistance ahead imf talks themorninglksltohireglo… srilanka srilankatweet lka srilankanews slnews breakingnews cmb colombo themorninglk themorning thesundaymorning,0.0,0,-1.0,5,-1.0,3
neth news sri lanka latest sinhala news headlines sri lanka news රට තුළ ඇති ගෑස් සංචිතය අවසන් අදියරට පැමිණෙයි nethnewslkarticle93936,0.0,0,1.0,1,1.0,3
china considering sl ’ request 1 bn loan 15 bn credit line envoy morning sri lanka news themorninglkchinaisconsi…,0.3818,1,1.0,5,0.0,0
surcharge tax bill passed pment majority sc tells speaker themorninglksurchargetax… srilanka srilankatweet lka srilankanews slnews breakingnews cmb colombo themorninglk themorning thesundaymorning,0.0,0,1.0,0,0.0,3
slc – silverwood negotiations verge becoming successful – morning – sri lanka news thesportszonecoukslcsilv…,0.5859,1,1.0,1,1.0,3
getting quite reputation gotabayar srilankapmo srilankanews wamnewssrilank srilankatweet good,-0.3412,-1,1.0,1,1.0,1
china ’ stance ongoing crisis ukraine themorninglkwhatischinas… srilanka srilankatweet lka srilankanews slnews breakingnews cmb colombo themorninglk themorning thesundaymorning,-0.6249,-1,1.0,0,0.0,3
china engage several charity projects sl progress investments highlighted themorninglkchinatoengag… srilanka srilankatweet lka srilankanews slnews breakingnews cmb colombo themorninglk themorning thesundaymorning,0.7906,1,1.0,1,0.0,1
breaking news chinese airliner hit mountain range taking 133 lives details lka srilanka srilankanews srilankanewstoday srilankadaily lanka newscutterlkbreakingnews…,0.0,0,-1.0,1,0.0,0
another senior citizen dies standing fuel queue themorninglkanothersenior… srilanka srilankatweet lka srilankanews slnews breakingnews cmb colombo themorninglk themorning thesundaymorning,0.0,0,0.0,4,0.0,4
activist kdelanerolle obstructed police reporting tense situation gas distributor details lka srilanka srilankanews srilankanewstoday srilankadaily lanka newscutterlksrilankanews…,-0.34,-1,-1.0,4,0.0,3
teen autism swims sl tamil nadu 13 hours themorninglkteenwithauti… srilanka srilankatweet lka srilankanews slnews breakingnews cmb colombo themorninglk themorning thesundaymorning,0.0,0,0.0,5,0.0,4
delegation lead speaker interparliamentary union details lka srilanka srilankanews srilankanewstoday srilankadaily lanka newscutterlksrilankanews…,0.0,0,0.0,3,1.0,3
threewheeler drivers stabs motorcyclist death petrol shed themorninglkthreewheeler… srilanka srilankatweet lka srilankanews slnews breakingnews cmb colombo themorninglk themorning thesundaymorning,-0.7783,-1,0.0,2,0.0,0
one dead least 20 injured bus topples mullaitivu themorninglkonedeadatle… srilanka srilankatweet lka srilankanews slnews breakingnews cmb colombo themorninglk themorning thesundaymorning,-0.7906,-1,-1.0,0,-1.0,3
china ’ stance ongoing crisis ukraine themorninglkwhatischinas… srilanka srilankatweet lka srilankanews slnews breakingnews cmb colombo themorninglk themorning thesundaymorning,-0.6249,-1,1.0,0,0.0,3
china engage several charity projects sl progress investments highlighted themorninglkchinatoengag… srilanka srilankatweet lka srilankanews slnews breakingnews cmb colombo themorninglk themorning thesundaymorning,0.7906,1,1.0,1,0.0,1
breaking news chinese airliner hit mountain range taking 133 lives details lka srilanka srilankanews srilankanewstoday srilankadaily lanka newscutterlkbreakingnews…,0.0,0,-1.0,1,0.0,0
another senior citizen dies standing fuel queue themorninglkanothersenior… srilanka srilankatweet lka srilankanews slnews breakingnews cmb colombo themorninglk themorning thesundaymorning,0.0,0,0.0,4,0.0,4
activist kdelanerolle obstructed police reporting tense situation gas distributor details lka srilanka srilankanews srilankanewstoday srilankadaily lanka newscutterlksrilankanews…,-0.34,-1,-1.0,4,0.0,3
teen autism swims sl tamil nadu 13 hours themorninglkteenwithauti… srilanka srilankatweet lka srilankanews slnews breakingnews cmb colombo themorninglk themorning thesundaymorning,0.0,0,0.0,5,0.0,4
delegation lead speaker interparliamentary union details lka srilanka srilankanews srilankanewstoday srilankadaily lanka newscutterlksrilankanews…,0.0,0,0.0,3,1.0,3
threewheeler drivers stabs motorcyclist death petrol shed themorninglkthreewheeler… srilanka srilankatweet lka srilankanews slnews breakingnews cmb colombo themorninglk themorning thesundaymorning,-0.7783,-1,0.0,2,0.0,0
one dead least 20 injured bus topples mullaitivu themorninglkonedeadatle… srilanka srilankatweet lka srilankanews slnews breakingnews cmb colombo themorninglk themorning thesundaymorning,-0.7906,-1,-1.0,0,-1.0,3
latest covid 19 vaccination program sri lanka today 21 details lka srilanka srilankanews srilankanewstoday srilankadaily lanka newscutterlkhealthcovidv…,0.0,0,1.0,1,1.0,3
priority gas supply hospitals – ministry health details lka srilanka srilankanews srilankanewstoday srilankadaily lanka newscutterlkhealthgassup…,0.0,0,1.0,5,0.0,3
priority gas supply hospitals – ministry health details lka srilanka srilankanews srilankanewstoday srilankadaily lanka newscutterlkhealthgassup…,0.0,0,1.0,5,0.0,3
another sri lankan elephant chained tree hes dragged around bullhooked entertain monks tourists abtatravel virginholshelp tripadvisor richardbranson stop promoting holidays gotabayar srilankapmo wamnewssrilank srilankanews,0.654,1,0.0,4,0.0,1
absolutely disgusting bring shame country srilankapmo gotabayar mojsrilanka srilankanews wamnewssrilank boycott sri lanka support ban advertising holidays involve captive elephants abtatravel virginholshelp tripadvisor richardbranson,-0.8122,-1,-1.0,2,-1.0,1
man dies standing petrol queue police themorninglkmandieswhile… srilanka srilankatweet lka srilankanews slnews breakingnews cmb colombo themorninglk themorning thesundaymorning,0.0,0,-1.0,4,0.0,3
‘ day late dollar short ’ dr harsha de silva morning sri lanka news themorninglkadaylateand…,0.0,0,1.0,0,-1.0,0
cbsl halts proposed additional incentive scheme expat remittances exporters themorninglkcbslhaltspro… srilanka srilankatweet lka srilankanews slnews breakingnews cmb colombo themorninglk themorning thesundaymorning,0.3612,1,0.0,3,0.0,3
foreign secy discusses areas cooperation new us envoy themorninglkforeignsecyd… srilanka srilankatweet lka srilankanews slnews breakingnews cmb colombo themorninglk themorning thesundaymorning,0.0,0,-1.0,1,1.0,4
western ambassadors issue ultimatum sri lanka taking stand ukrainerussia conflict details lka srilanka srilankanews srilankanewstoday srilankadaily lanka newscutterlkworldwestern…,-0.3182,-1,0.0,5,0.0,3
western ambassadors issue ultimatum sri lanka taking stand ukrainerussia conflict details lka srilanka srilankanews srilankanewstoday srilankadaily lanka newscutterlkworldwestern…,-0.3182,-1,0.0,5,0.0,3
weather warning expect heavy rainfall – weather forecast sunday 20 details lka srilanka srilankanews srilankanewstoday srilankadaily lanka newscutterlksrilankanews…,-0.4003,-1,-1.0,1,1.0,1
weather warning expect heavy rainfall – weather forecast sunday 20 details lka srilanka srilankanews srilankanewstoday srilankadaily lanka newscutterlksrilankanews…,-0.4003,-1,-1.0,1,1.0,1
islandwide fuel shortage senior citizen pays life details lka srilanka srilankanews srilankanewstoday srilankadaily lanka newscutterlksrilankanews…,-0.25,-1,1.0,3,1.0,3
islandwide fuel shortage senior citizen pays life details lka srilanka srilankanews srilankanewstoday srilankadaily lanka newscutterlksrilankanews…,-0.25,-1,1.0,3,1.0,3
price 400g pack milk powder increased rs 250 effect today read adaderanalk milkpowder pricehikes adaderana srilankanews srilanka lka,0.2732,1,0.0,1,0.0,3
breaking asia cup 2022 date announced format t20i host sri lanka news jay shah continue asian cricket council president till 2024 asiacup2022,0.0,0,0.0,5,0.0,3
asia cup 2022 held sri lanka news 1st asia cup 2022 held sri lanka august 27th september 11th 2022 tournament played t20 format qualifiers played 20th august… dlvritslzxhr srilanka,0.5859,1,0.0,2,0.0,3
lack crude oil leads sapugaskanda shut themorninglklackofcrude… srilanka srilankatweet lka srilankanews slnews breakingnews cmb colombo themorninglk themorning thesundaymorning,-0.7184,-1,-1.0,3,0.0,3
litro execs warn “ end litro ” caused mounting losses details lka srilanka srilankanews srilankanewstoday srilankadaily lanka newscutterlksrilankanews…,-0.4767,-1,0.0,3,1.0,3
litro execs warn “ end litro ” caused mounting losses details lka srilanka srilankanews srilankanewstoday srilankadaily lanka newscutterlksrilankanews…,-0.4767,-1,0.0,3,1.0,3
outrageous going srilankapmo srilankanews gotabayar poisoning elephants poisoning dogs sanctuary hurting anyone investigate severe punishment involved heart breaking im sorry losses,-0.9622,-1,-1.0,0,-1.0,4
several countries urge sl extend support ukraine themorninglkseveralcountr… srilanka srilankatweet lka srilankanews slnews breakingnews cmb colombo themorninglk themorning thesundaymorning,0.5267,1,0.0,5,0.0,1
litro warns closure due rs 2000 loss every lp gas cylinder themorninglklitrowarnsof… srilanka srilankatweet lka srilankanews slnews breakingnews cmb colombo themorninglk themorning thesundaymorning,-0.4019,-1,-1.0,3,0.0,0
bandula assures indianimported goods stuck port released themorninglkbandulaassure… srilanka srilankatweet lka srilankanews slnews breakingnews cmb colombo themorninglk themorning thesundaymorning,0.0772,1,0.0,0,0.0,3
breaking news google maps details lka srilanka srilankanews srilankanewstoday srilankadaily lanka newscutterlkbreakingnews…,0.0,0,0.0,0,1.0,3
release indian imported goods stuck port due nonpayment read owlynh6r50imvv6 imports trade india adaderana srilankanews srilanka lka,-0.25,-1,-1.0,0,0.0,0
30 organisations call govt withdraw clauses proposed amendments ldo act themorninglkover30organi… srilanka srilankatweet lka srilankanews slnews breakingnews cmb colombo themorninglk themorning thesundaymorning,0.0,0,0.0,4,0.0,3
sl promises detain russian aircraft fly country themorninglkslpromisesno… srilanka srilankatweet lka srilankanews slnews breakingnews cmb colombo themorninglk themorning thesundaymorning,0.6036,1,1.0,2,0.0,3
sri lanka news sri lankas forex crisis leads tourism crisis times india travel timesofindiaindiatimescom…,-0.8481,-1,1.0,5,1.0,4
tourist vents fury traveling sri lanka – watch details lka srilanka srilankanews srilankanewstoday srilankadaily lanka newscutterlksrilankanews…,-0.5719,-1,0.0,0,1.0,3
elephant house ice cream introduces dinannee empower women lankatalks sri lanka news elephanthouse womenempower lankatalkscomeventselepha…,0.0,0,0.0,0,0.0,4
namal maldives sports awards 2022 – vacation circulated social media pages details lka srilanka srilankanews srilankanewstoday namalrajapaksa newscutterlksrilankanews…,0.4588,1,1.0,5,1.0,4
protestors affiliated jvp forcibly enter presidential secretariat creating tense situation read adaderanalk protest adaderana srilankanews srilanka lka,-0.0516,-1,1.0,1,1.0,3
dúté island world ’ first assetbacked nft marketplace gem mining industry lankatalks sri lanka news duteisland gem mining lankatalkscomgeneraldute…,0.0,0,1.0,1,1.0,4
imf ready discuss options sri lanka newscutter newscutterlksrilankanews… lka srilanka economiccrisislk,0.3612,1,1.0,1,1.0,3
rainfall expected western province details lka srilanka srilankanews srilankanewstoday srilankadaily lanka newscutterlksrilankanews…,0.0,0,1.0,5,1.0,1
latest covid 19 vaccination program sri lanka today 18 details newscutterlkhealthlatest… lka srilanka srilankanews srilankanewstoday srilankadaily lanka,0.0,0,1.0,1,1.0,3
awful brutality defenseless animal beaten submission often shes terrified move another srilankapmo owned monks refuse hand ganga safety despite court orders corrupt sri lanka wamnewssrilank gotabayar srilankanews,-0.9129,-1,-1.0,4,-1.0,3
children ’ journal ‘ thumbi ’ brings braille tales visuallyimpaired readers tamil nadu sri lanka allplacesmapcomnewshealth… news worldnews auto entertainment business health indianews politics sports tech news elections,0.0,0,0.0,5,1.0,1
latest covid 19 vaccination program sri lanka today 17 details lka srilanka srilankanews srilankanewstoday srilankadaily lanka newscutterlkhealthlatest…,0.0,0,1.0,1,1.0,3
usd 01 billion credit line india read adaderanalk dollar india adaderana srilankanews srilanka lka,0.3818,1,0.0,2,0.0,1
key points president ’ speech –well informed prevailing situation beyond control details lka srilanka srilankanews srilankanewstoday srilankadaily lanka wearewithgota gohomegota newscutterlksrilankanews…,0.0,0,0.0,1,0.0,3
two incidents murders home burglaries reported separate locations themorninglktwoincidents… srilanka srilankatweet lka srilankanews slnews breakingnews cmb colombo themorninglk themorning thesundaymorning,-0.6124,-1,0.0,3,1.0,3
cloudy skies sl expect heavy rain afternoon – met dept details lka srilanka srilankanews srilankanewstoday newscutterlksrilankanews… lanka,0.0,0,0.0,0,1.0,4
cabraal asked step upon imf advice morning sri lanka news themorninglkcabraalasked…,0.0,0,1.0,1,0.0,1
sri lanka news sri lankas forex crisis leads tourism crisis timesofindiaindiatimescom… via toitravel,-0.8481,-1,1.0,5,0.0,3
prez promises accomplish original goals remaining tenure presidency themorninglkprezpromises… srilanka srilankatweet lka srilankanews slnews breakingnews cmb colombo themorninglk themorning thesundaymorning,0.7717,1,1.0,2,1.0,3
earnestly request work patience unity face ongoing difficult period says president addressing nation read adaderanalk adaderana srilankanews srilanka lka,-0.3612,-1,1.0,3,-1.0,3
taken stern steps ease difficulties currently faced people says president addressing nation read adaderanalk adaderana srilankanews srilanka lka,0.0772,1,0.0,5,0.0,3
decided continue work cooperation imfnews says president gotabayar address nation read adaderanalk adaderana srilankanews srilanka lka,0.0,0,0.0,3,0.0,3
pta second reading debate tuesday 22 details lka srilanka srilankanews srilankanewstoday srilankadaily lanka newscutterlksrilankanews…,0.0,0,0.0,0,1.0,0
pta second reading debate tuesday 22 details lka srilanka srilankanews srilankanewstoday srilankadaily lanka newscutterlksrilankanews…,0.0,0,0.0,0,1.0,0
neth news sri lanka latest sinhala news headlines sri lanka news අද සිට ගෑස් බෙදාහැරීම් අත්හිටුවයි nethnewslkarticle93801fb…,0.0,0,1.0,1,1.0,3
two members appointed national economic council ’ advisory committee themorninglktwomoremembe… srilanka srilankatweet lka srilankanews slnews breakingnews cmb colombo themorninglk themorning thesundaymorning,0.0,0,1.0,5,1.0,3
lack lp gas leads protest along highlevel road homagama themorninglklackoflpgas… srilanka srilankatweet lka srilankanews slnews breakingnews cmb colombo themorninglk themorning thesundaymorning,-0.5106,-1,0.0,2,0.0,3
fuel distribution halt long foretold subject minister didnt act cpc tu themorninglkfueldistribut… srilanka srilankatweet lka srilankanews slnews breakingnews cmb colombo themorninglk themorning thesundaymorning,0.0,0,-1.0,5,-1.0,3
cabraal asked step upon imf advice morning sri lanka news themorninglkcabraalasked…,0.0,0,1.0,1,0.0,1
sri lanka news sri lankas forex crisis leads tourism crisis timesofindiaindiatimescom… via toitravel,-0.8481,-1,1.0,5,0.0,3
prez promises accomplish original goals remaining tenure presidency themorninglkprezpromises… srilanka srilankatweet lka srilankanews slnews breakingnews cmb colombo themorninglk themorning thesundaymorning,0.7717,1,1.0,2,1.0,3
earnestly request work patience unity face ongoing difficult period says president addressing nation read adaderanalk adaderana srilankanews srilanka lka,-0.3612,-1,1.0,3,-1.0,3
taken stern steps ease difficulties currently faced people says president addressing nation read adaderanalk adaderana srilankanews srilanka lka,0.0772,1,0.0,5,0.0,3
decided continue work cooperation imfnews says president gotabayar address nation read adaderanalk adaderana srilankanews srilanka lka,0.0,0,0.0,3,0.0,3
pta second reading debate tuesday 22 details lka srilanka srilankanews srilankanewstoday srilankadaily lanka newscutterlksrilankanews…,0.0,0,0.0,0,1.0,0
pta second reading debate tuesday 22 details lka srilanka srilankanews srilankanewstoday srilankadaily lanka newscutterlksrilankanews…,0.0,0,0.0,0,1.0,0
neth news sri lanka latest sinhala news headlines sri lanka news අද සිට ගෑස් බෙදාහැරීම් අත්හිටුවයි nethnewslkarticle93801fb…,0.0,0,1.0,1,1.0,3
two members appointed national economic council ’ advisory committee themorninglktwomoremembe… srilanka srilankatweet lka srilankanews slnews breakingnews cmb colombo themorninglk themorning thesundaymorning,0.0,0,1.0,5,1.0,3
lack lp gas leads protest along highlevel road homagama themorninglklackoflpgas… srilanka srilankatweet lka srilankanews slnews breakingnews cmb colombo themorninglk themorning thesundaymorning,-0.5106,-1,0.0,2,0.0,3
fuel distribution halt long foretold subject minister didnt act cpc tu themorninglkfueldistribut… srilanka srilankatweet lka srilankanews slnews breakingnews cmb colombo themorninglk themorning thesundaymorning,0.0,0,-1.0,5,-1.0,3
uk warning possible terror attacks take place sri lanka attacks could similar april21easterattacks easterattacks2019 srilankanews srilanka srilanka govukforeigntraveladvice…,-0.891,-1,0.0,3,0.0,3
twitterindia sri lanka news zeenewsenglish trying spread misinformation needful,-0.3182,-1,1.0,1,0.0,3
indian renewable energy minister seeks enhanced ties sri lanka news sl updates,0.2732,1,1.0,5,0.0,3
price revision 60 varieties medicinal drugs read owlykq0m50ijhwn medicine prices adaderana srilankanews srilanka lka,0.0,0,0.0,4,0.0,3
sjb protest reach presidential secretariat watch lka srilanka srilankanews srilankanewstoday srilankadaily lanka newscutterlksrilankanews…,-0.2263,-1,0.0,1,0.0,3
traffic alert heavy traffic sangaraja mw towards technical junction due protest details lka srilanka srilankanews srilankanewstoday srilankadaily lanka newscutterlksrilankanews…,0.0516,1,-1.0,3,-1.0,3
sri lanka news sri lanka forex crisis foreign exchange crisis tourism set take another hit dip essential supplies iflynfeast srilanka forexcrisis tourismcrisis travelupdate news forex foreignexchange,-0.8481,-1,1.0,4,1.0,4
central bank announces official us dollar rate read bizadaderanalk usd dollar adaderana srilankanews srilanka lka,0.0,0,0.0,5,0.0,3
prez appoints advisory committee national economic council themorninglkprezappoints… srilanka srilankatweet lka srilankanews slnews breakingnews cmb colombo themorninglk themorning thesundaymorning,0.0,0,1.0,5,1.0,3
smart card conducterless buses introduced – dilum amunugama details lka srilanka srilankanews srilankanewstoday srilankadaily lanka newscutterlksrilankanews…,0.4019,1,-1.0,1,1.0,1
sri lanka news sri lanka ’ forex crisis leads tourism crisis fxnews24coukforexsrilan…,-0.8481,-1,1.0,5,0.0,3
fate sri lanka ’ tourism jeopardy uk canada issue travel warnings details lka srilanka srilankanews srilankanewstoday srilankadaily lanka newscutterlksrilankanews…,-0.6486,-1,0.0,5,1.0,4
india wins test series sri lanka iftttzjc0paa news,0.5719,1,1.0,1,1.0,4
overthrowing government ’ fix economic crisis says ranil watch lka srilanka srilankanews srilankanewstoday srilankadaily lanka youtubecomwatchvlkrujgk…,-0.6249,-1,1.0,3,1.0,3
govt supporters launch wearewithgota campaign details lka srilanka srilankanews srilankanewstoday srilankadaily lanka newscutterlkuncategorized…,0.4404,1,0.0,1,0.0,3
ub finance prepares aggressive growth lankatalks sri lanka news ubfinance unionbank lankatalkscomindustrybank…,0.25,1,1.0,5,0.0,3
sltmobitel powered 37th junior intermediate national rowing championship concludes high note lankatalks sri lanka news sltmobitel sports lankatalkscomsportssltmo…,0.4404,1,1.0,5,1.0,3
wasp attack sends 60 students teachers hospital details lka srilanka srilankanews srilankanewstoday srilankadaily lanka newscutterlksrilankanews…,-0.4767,-1,0.0,1,1.0,3
saints church grenade incident 3 including retired doctor remanded themorninglkallsaintschu… srilanka srilankatweet lka srilankanews slnews breakingnews cmb colombo themorninglk themorning thesundaymorning,0.0,0,0.0,5,0.0,4
vasu move ministry details newscutterlksrilankanews… lka srilanka srilankanews srilankanewstoday srilankadaily lanka,0.0,0,0.0,1,0.0,3
39 youths held cops raid drugfueled party waikkal themorninglk39youthsheld… srilanka srilankatweet lka srilankanews slnews breakingnews cmb colombo themorninglk themorning thesundaymorning,0.4019,1,0.0,4,0.0,3
cope grills dlb startling revelations corruption revealed – incurs loss rs26 mn vehicle gets stolen chairman – high tech studio worth rs 38 mn gathering dust details lka srilanka srilankanews srilankanewstoday newscutterlksrilankanews…,-0.5106,-1,-1.0,5,1.0,0
cope grills dlb startling revelations corruption revealed – incurs loss rs26 mn vehicle gets stolen chairman – high tech studio worth rs 38 mn gathering dust details lka srilanka srilankanews srilankanewstoday newscutterlksrilankanews…,-0.5106,-1,-1.0,5,1.0,0
nibraz ramzan janith also included allegation put wife cricketerapparently nibraz janith also abused sri lankan batter via whatsapp social media accounts suspended daily cricket sri lanka news agency indvsl,-0.7506,-1,1.0,0,1.0,4
us warship collided container ship arrives trincomalee details lka srilanka srilankanews srilankanewstoday srilankadaily lanka newscutterlksrilankanews…,-0.1779,-1,0.0,5,0.0,3
nibraz ramzan janith also included allegation put wife cricketerapparently nibraz janith also abused sri lankan batter via whatsapp social media accounts suspended daily cricket sri lanka news agency indvsl,-0.7506,-1,1.0,0,1.0,4
cut marks grade 5 scholarship exams newscutterlksrilankanews… lka lknews slnews srilanka srilankanews,-0.3382,-1,0.0,1,0.0,0
uk govt issues advisory travel sl emphasizes deteriorating economic crisis themorninglkukgovtissues… srilanka srilankatweet lka srilankanews slnews breakingnews cmb colombo themorninglk themorning thesundaymorning,-0.6249,-1,1.0,5,1.0,4
port terminal deal adani group baggage energy tasks sri lanka allplacesmapcomnewsbusine… news worldnews auto entertainment business health indianews politics sports tech news elections,0.2732,1,1.0,5,1.0,3
container transport charges increased tonight 13 details lka srilanka srilankanews srilankanewstoday srilankadaily lanka newscutterlksrilankanews…,0.0,0,0.0,5,1.0,3
india signs agreement build solar power plant sri lanka ifttt0xglrlz ifttt3owfs5q news,0.4939,1,1.0,1,0.0,3
discussion transport minister bus owners today themorninglkdiscussionbet… srilanka srilankatweet lka srilankanews slnews breakingnews cmb colombo themorninglk themorning thesundaymorning,0.0,0,1.0,5,0.0,3
indian warships chinese controlled port hambantota details lka srilanka srilankanews srilankanewstoday srilankadaily lanka newscutterlksrilankanews…,-0.128,-1,0.0,5,1.0,3
indian warships chinese controlled port hambantota details lka srilanka srilankanews srilankanewstoday srilankadaily lanka newscutterlksrilankanews…,-0.128,-1,0.0,5,1.0,3
pakistani court indicts 89 accused sialkot lynching case themorninglkpakistanicour… srilanka srilankatweet lka srilankanews slnews breakingnews cmb colombo themorninglk themorning thesundaymorning,-0.296,-1,0.0,5,0.0,3
pakistan demands joint probe ‘ accidental ’ india missile fire themorninglkpakistandeman… srilanka srilankatweet lka srilankanews slnews breakingnews cmb colombo themorninglk themorning thesundaymorning,-0.34,-1,0.0,5,0.0,3
basil start talks imf tomorrow inking power deals india adani morning sri lanka news themorninglkbasiltostart…,0.0,0,1.0,4,0.0,1
